,id,key,sex
18627,196,M/196/122159/196-122159-0002,M
17691,405,M/405/130894/405-130894-0056,M
14985,1447,F/1447/130550/1447-130550-0026,F
11955,5652,F/5652/19215/5652-19215-0006,F
8103,2514,M/2514/149482/2514-149482-0010,M
12649,5778,F/5778/54535/5778-54535-0035,F
19692,2416,F/2416/152139/2416-152139-0070,F
18337,248,F/248/130697/248-130697-0023,F
1771,1040,M/1040/133433/1040-133433-0057,M
25599,4267,M/4267/72637/4267-72637-0017,M
16672,2196,F/2196/170379/2196-170379-0008,F
11621,5808,M/5808/54425/5808-54425-0031,M
4336,6272,F/6272/70171/6272-70171-0012,F
25890,5022,F/5022/29405/5022-29405-0004,F
26556,298,F/298/126791/298-126791-0066,F
9738,374,M/374/180298/374-180298-0045,M
25106,1553,F/1553/140048/1553-140048-0019,F
27200,8629,M/8629/261140/8629-261140-0011,M
19615,1502,F/1502/122615/1502-122615-0014,F
16986,2136,M/2136/5147/2136-5147-0037,M
23377,198,F/198/126831/198-126831-0043,F
27912,2289,M/2289/152258/2289-152258-0028,M
1646,1963,F/1963/147036/1963-147036-0016,F
21969,412,M/412/126975/412-126975-0000,M
16269,78,M/78/369/78-369-0008,M
15698,6078,F/6078/54007/6078-54007-0036,F
11590,5808,M/5808/54425/5808-54425-0028,M
10135,19,F/19/227/19-227-0053,F
2430,4406,M/4406/16883/4406-16883-0007,M
20701,3235,F/3235/28452/3235-28452-0017,F
6518,1926,F/1926/143879/1926-143879-0027,F
16208,5561,F/5561/39621/5561-39621-0021,F
5626,1116,F/1116/132847/1116-132847-0036,F
12110,5456,M/5456/58161/5456-58161-0023,M
882,250,F/250/142276/250-142276-0013,F
14561,4853,F/4853/29413/4853-29413-0027,F
23293,831,M/831/130746/831-130746-0001,M
13803,4340,F/4340/15220/4340-15220-0077,F
19924,5750,M/5750/100289/5750-100289-0033,M
15330,233,M/233/155990/233-155990-0021,M
15005,3374,M/3374/298026/3374-298026-0031,M
28118,2691,F/2691/156755/2691-156755-0002,F
8850,150,F/150/126112/150-126112-0021,F
9015,3830,M/3830/12530/3830-12530-0023,M
4690,2989,F/2989/138035/2989-138035-0001,F
4482,60,M/60/121082/60-121082-0080,M
11274,163,M/163/122947/163-122947-0026,M
25703,302,F/302/123504/302-123504-0030,F
9908,8051,F/8051/119902/8051-119902-0002,F
3174,426,F/426/122821/426-122821-0024,F
1773,1040,M/1040/133433/1040-133433-0013,M
23856,1235,M/1235/135884/1235-135884-0019,M
22190,2182,F/2182/150130/2182-150130-0012,F
4302,254,M/254/27760/254-27760-0024,M
14672,7505,M/7505/258958/7505-258958-0011,M
21137,460,M/460/172357/460-172357-0014,M
11154,3857,M/3857/182315/3857-182315-0000,M
14584,289,F/289/121665/289-121665-0039,F
3454,118,M/118/47824/118-47824-0006,M
21671,3807,M/3807/4923/3807-4923-0001,M
19106,3486,M/3486/166424/3486-166424-0052,M
9095,8108,M/8108/280359/8108-280359-0010,M
10118,4214,F/4214/7146/4214-7146-0012,F
16312,78,M/78/368/78-368-0017,M
10957,1594,M/1594/135914/1594-135914-0045,M
2146,7148,F/7148/7763/7148-7763-0017,F
5661,458,M/458/126305/458-126305-0012,M
12242,887,F/887/123291/887-123291-0011,F
960,6476,F/6476/57446/6476-57446-0031,F
11563,5808,M/5808/48608/5808-48608-0010,M
5153,4640,F/4640/19188/4640-19188-0018,F
14977,1447,F/1447/130550/1447-130550-0007,F
8779,4441,M/4441/76250/4441-76250-0004,M
27648,909,M/909/131044/909-131044-0024,M
22044,2518,M/2518/154826/2518-154826-0028,M
8064,8975,F/8975/270782/8975-270782-0093,F
5169,4640,F/4640/19188/4640-19188-0020,F
20730,3235,F/3235/28452/3235-28452-0013,F
26398,27,M/27/123349/27-123349-0039,M
3036,4362,F/4362/15663/4362-15663-0084,F
22187,2182,F/2182/150130/2182-150130-0036,F
21480,3168,M/3168/173565/3168-173565-0045,M
26835,5192,M/5192/19397/5192-19397-0031,M
20216,6529,M/6529/62554/6529-62554-0005,M
27550,7367,M/7367/86737/7367-86737-0044,M
16699,1898,F/1898/145702/1898-145702-0000,F
2509,4406,M/4406/16882/4406-16882-0062,M
5090,1334,M/1334/135589/1334-135589-0076,M
388,2952,M/2952/410/2952-410-0006,M
11278,163,M/163/122947/163-122947-0098,M
15278,233,M/233/134440/233-134440-0027,M
27916,2289,M/2289/152258/2289-152258-0040,M
21933,412,M/412/126975/412-126975-0083,M
983,6476,F/6476/57446/6476-57446-0080,F
6075,1455,M/1455/138263/1455-138263-0016,M
28483,8425,M/8425/246962/8425-246962-0006,M
4486,60,M/60/121082/60-121082-0086,M
17469,32,F/32/21631/32-21631-0017,F
24963,8419,M/8419/293469/8419-293469-0011,M
7352,7780,F/7780/274562/7780-274562-0073,F
4318,254,M/254/145458/254-145458-0017,M
26777,5192,M/5192/19396/5192-19396-0004,M
11988,5652,F/5652/39938/5652-39938-0021,F
23582,4481,F/4481/17499/4481-17499-0021,F
28171,8063,M/8063/274115/8063-274115-0001,M
10534,8324,F/8324/286683/8324-286683-0000,F
7809,2911,M/2911/7601/2911-7601-0021,M
6978,3214,M/3214/167606/3214-167606-0023,M
10910,1594,M/1594/135914/1594-135914-0080,M
10494,6081,M/6081/41998/6081-41998-0023,M
22406,39,F/39/121915/39-121915-0031,F
12196,887,F/887/123289/887-123289-0014,F
15860,4859,M/4859/29340/4859-29340-0020,M
18778,3440,F/3440/171009/3440-171009-0022,F
19063,3486,M/3486/166424/3486-166424-0014,M
9671,8797,M/8797/294123/8797-294123-0068,M
27837,2289,M/2289/152257/2289-152257-0024,M
23128,6454,M/6454/93938/6454-93938-0015,M
3818,3112,F/3112/9555/3112-9555-0030,F
16615,2196,F/2196/174172/2196-174172-0037,F
10563,8324,F/8324/286682/8324-286682-0023,F
1712,1963,F/1963/142393/1963-142393-0011,F
17206,5678,M/5678/43302/5678-43302-0024,M
11114,3857,M/3857/182317/3857-182317-0033,M
3533,445,M/445/123857/445-123857-0000,M
4481,60,M/60/121082/60-121082-0015,M
14238,5049,M/5049/25947/5049-25947-0000,M
18617,196,M/196/122159/196-122159-0007,M
21209,446,M/446/123501/446-123501-0044,M
13380,1841,F/1841/159771/1841-159771-0034,F
12194,887,F/887/123289/887-123289-0038,F
15486,1578,F/1578/140049/1578-140049-0021,F
9351,1867,M/1867/148436/1867-148436-0010,M
17269,5678,M/5678/43303/5678-43303-0002,M
5382,7190,M/7190/90543/7190-90543-0041,M
21493,3168,M/3168/173565/3168-173565-0051,M
25047,1553,F/1553/140047/1553-140047-0046,F
13876,4340,F/4340/15220/4340-15220-0087,F
15889,4859,M/4859/22176/4859-22176-0014,M
22506,4297,F/4297/13009/4297-13009-0046,F
9050,3830,M/3830/12535/3830-12535-0018,M
10165,19,F/19/227/19-227-0005,F
10848,6147,F/6147/34607/6147-34607-0021,F
244,307,M/307/127535/307-127535-0040,M
4560,201,M/201/122255/201-122255-0010,M
14722,7505,M/7505/258964/7505-258964-0022,M
12848,6064,F/6064/300880/6064-300880-0008,F
6427,1926,F/1926/147979/1926-147979-0010,F
1550,1081,M/1081/125237/1081-125237-0074,M
16399,3699,M/3699/47246/3699-47246-0030,M
9659,8797,M/8797/294123/8797-294123-0071,M
16488,4680,F/4680/16026/4680-16026-0014,F
22097,2518,M/2518/154825/2518-154825-0015,M
21109,460,M/460/172359/460-172359-0038,M
7706,7178,F/7178/34644/7178-34644-0028,F
21542,3168,M/3168/173564/3168-173564-0026,M
23164,6454,M/6454/120342/6454-120342-0014,M
1052,6531,F/6531/61334/6531-61334-0021,F
1772,1040,M/1040/133433/1040-133433-0018,M
9120,8108,M/8108/274318/8108-274318-0032,M
5613,1116,F/1116/132847/1116-132847-0040,F
24148,5390,M/5390/30096/5390-30096-0013,M
11124,3857,M/3857/182317/3857-182317-0012,M
21452,8609,M/8609/283227/8609-283227-0037,M
15590,8088,M/8088/284756/8088-284756-0000,M
10658,328,F/328/129766/328-129766-0042,F
1528,1081,M/1081/125237/1081-125237-0081,M
11254,163,M/163/122947/163-122947-0036,M
27788,1088,F/1088/134315/1088-134315-0017,F
26431,27,M/27/123349/27-123349-0050,M
2066,7148,F/7148/59157/7148-59157-0029,F
1379,3526,F/3526/175658/3526-175658-0027,F
27021,2436,M/2436/2476/2436-2476-0021,M
24964,8419,M/8419/293469/8419-293469-0018,M
24838,3982,F/3982/178459/3982-178459-0034,F
6604,8838,M/8838/298545/8838-298545-0023,M
2961,4362,F/4362/15663/4362-15663-0055,F
11977,5652,F/5652/19215/5652-19215-0043,F
5965,1363,F/1363/135842/1363-135842-0015,F
15480,1578,F/1578/140049/1578-140049-0015,F
19046,4788,M/4788/294466/4788-294466-0007,M
22065,2518,M/2518/154825/2518-154825-0020,M
6842,1624,M/1624/142933/1624-142933-0024,M
11014,2910,F/2910/131096/2910-131096-0018,F
22622,8465,F/8465/246942/8465-246942-0011,F
16311,78,M/78/368/78-368-0033,M
19355,1743,M/1743/142912/1743-142912-0023,M
24395,2002,M/2002/139469/2002-139469-0105,M
2629,7264,M/7264/92314/7264-92314-0019,M
7150,1723,M/1723/141149/1723-141149-0067,M
10253,211,F/211/122442/211-122442-0028,F
20349,7078,F/7078/271888/7078-271888-0080,F
20814,6385,F/6385/220959/6385-220959-0039,F
10040,3240,M/3240/131232/3240-131232-0013,M
20084,4018,M/4018/107338/4018-107338-0027,M
574,7447,M/7447/91187/7447-91187-0033,M
6939,3214,M/3214/167602/3214-167602-0037,M
3690,4195,F/4195/17507/4195-17507-0045,F
20053,4018,M/4018/103416/4018-103416-0035,M
8058,8975,F/8975/270782/8975-270782-0005,F
18827,3440,F/3440/171006/3440-171006-0005,F
1240,6848,M/6848/252323/6848-252323-0020,M
6890,3214,M/3214/167607/3214-167607-0031,M
16075,125,F/125/121124/125-121124-0008,F
5370,4160,F/4160/11550/4160-11550-0021,F
22347,39,F/39/121914/39-121914-0010,F
8453,730,F/730/359/730-359-0027,F
5649,458,M/458/126290/458-126290-0002,M
13940,1263,F/1263/141777/1263-141777-0030,F
20232,6529,M/6529/62554/6529-62554-0014,M
16855,4813,M/4813/248638/4813-248638-0055,M
24972,8419,M/8419/293469/8419-293469-0021,M
2206,2007,F/2007/132570/2007-132570-0006,F
5726,6836,M/6836/76549/6836-76549-0004,M
9796,374,M/374/180298/374-180298-0020,M
16634,2196,F/2196/174172/2196-174172-0030,F
22189,2182,F/2182/150130/2182-150130-0000,F
23873,1235,M/1235/135884/1235-135884-0033,M
19969,5750,M/5750/100289/5750-100289-0027,M
24312,2002,M/2002/139469/2002-139469-0096,M
22023,2518,M/2518/154826/2518-154826-0053,M
13066,4830,M/4830/25898/4830-25898-0026,M
7233,6019,M/6019/3185/6019-3185-0110,M
1485,8630,M/8630/305213/8630-305213-0024,M
1816,1040,M/1040/133433/1040-133433-0023,M
15542,8088,M/8088/284756/8088-284756-0014,M
18128,2843,M/2843/152918/2843-152918-0107,M
19269,669,F/669/129061/669-129061-0032,F
9225,4014,M/4014/186176/4014-186176-0030,M
17430,32,F/32/4137/32-4137-0050,F
16202,5561,F/5561/39621/5561-39621-0018,F
24128,5390,M/5390/30102/5390-30102-0007,M
7185,1723,M/1723/141149/1723-141149-0006,M
11331,1246,F/1246/124548/1246-124548-0024,F
26951,8226,M/8226/274371/8226-274371-0039,M
26492,27,M/27/124992/27-124992-0067,M
2130,7148,F/7148/82991/7148-82991-0008,F
8415,403,F/403/126855/403-126855-0009,F
5168,4640,F/4640/19188/4640-19188-0035,F
1358,3526,F/3526/176653/3526-176653-0005,F
18628,196,M/196/122159/196-122159-0020,M
2544,7264,M/7264/92316/7264-92316-0006,M
13708,7794,F/7794/295947/7794-295947-0018,F
21093,460,M/460/172359/460-172359-0070,M
894,250,F/250/142276/250-142276-0009,F
19401,6880,M/6880/216547/6880-216547-0047,M
428,2952,M/2952/408/2952-408-0004,M
19603,1502,F/1502/122619/1502-122619-0063,F
15425,1578,F/1578/6379/1578-6379-0041,F
6610,8838,M/8838/298545/8838-298545-0042,M
6595,8838,M/8838/298546/8838-298546-0042,M
22546,4297,F/4297/13009/4297-13009-0045,F
25430,89,F/89/219/89-219-0001,F
16588,2196,F/2196/170151/2196-170151-0029,F
24172,5789,F/5789/70653/5789-70653-0024,F
990,6476,F/6476/57446/6476-57446-0049,F
5648,458,M/458/126290/458-126290-0006,M
27720,1088,F/1088/134318/1088-134318-0015,F
22379,39,F/39/121914/39-121914-0054,F
17966,696,F/696/92939/696-92939-0006,F
22040,2518,M/2518/154826/2518-154826-0016,M
15207,5339,F/5339/14133/5339-14133-0028,F
25902,5022,F/5022/29405/5022-29405-0037,F
23327,198,F/198/209/198-209-0034,F
2875,6437,M/6437/66173/6437-66173-0052,M
25526,2159,M/2159/179154/2159-179154-0012,M
26322,911,M/911/128684/911-128684-0068,M
26286,911,M/911/128684/911-128684-0020,M
15749,226,F/226/122538/226-122538-0007,F
21082,460,M/460/172359/460-172359-0057,M
17289,6181,M/6181/216552/6181-216552-0008,M
19582,1502,F/1502/122619/1502-122619-0034,F
11333,1246,F/1246/124548/1246-124548-0012,F
27769,1088,F/1088/134315/1088-134315-0024,F
20189,6529,M/6529/62554/6529-62554-0034,M
21186,446,M/446/123501/446-123501-0010,M
15958,125,F/125/121342/125-121342-0019,F
7402,7780,F/7780/274562/7780-274562-0002,F
1017,6476,F/6476/57446/6476-57446-0039,F
12593,5778,F/5778/12761/5778-12761-0025,F
3827,3112,F/3112/9554/3112-9554-0019,F
19712,2416,F/2416/152139/2416-152139-0043,F
11855,7402,M/7402/59171/7402-59171-0002,M
12183,887,F/887/123289/887-123289-0025,F
3639,4195,F/4195/186236/4195-186236-0027,F
3999,587,F/587/54108/587-54108-0046,F
23809,8747,M/8747/293952/8747-293952-0022,M
4117,4051,F/4051/11218/4051-11218-0029,F
10320,211,F/211/122425/211-122425-0011,F
28320,87,F/87/121553/87-121553-0068,F
1575,1081,M/1081/125237/1081-125237-0106,M
22844,3259,F/3259/158083/3259-158083-0044,F
1161,6531,F/6531/61334/6531-61334-0063,F
26399,27,M/27/123349/27-123349-0016,M
10432,6081,M/6081/42010/6081-42010-0036,M
13212,7067,M/7067/76047/7067-76047-0049,M
4758,2989,F/2989/138028/2989-138028-0001,F
8620,26,M/26/495/26-495-0049,M
6775,1624,M/1624/168623/1624-168623-0038,M
9469,200,F/200/126784/200-126784-0009,F
9892,8051,F/8051/119902/8051-119902-0001,F
24149,5390,M/5390/30096/5390-30096-0000,M
10840,6147,F/6147/34607/6147-34607-0014,F
21950,412,M/412/126975/412-126975-0093,M
21680,3807,M/3807/4923/3807-4923-0054,M
19513,1502,F/1502/122619/1502-122619-0093,F
26383,27,M/27/123349/27-123349-0046,M
15268,233,M/233/134440/233-134440-0006,M
9691,374,M/374/180299/374-180299-0031,M
10799,6147,F/6147/34606/6147-34606-0019,F
11021,2910,F/2910/131096/2910-131096-0074,F
13201,7067,M/7067/76047/7067-76047-0039,M
6706,311,M/311/124404/311-124404-0101,M
9496,200,F/200/126784/200-126784-0016,F
3650,4195,F/4195/17507/4195-17507-0028,F
9586,8797,M/8797/294123/8797-294123-0018,M
13955,1263,F/1263/141777/1263-141777-0020,F
8430,730,F/730/359/730-359-0049,F
19170,3486,M/3486/166446/3486-166446-0009,M
16393,3699,M/3699/47246/3699-47246-0010,M
12251,887,F/887/123290/887-123290-0018,F
14717,7505,M/7505/258964/7505-258964-0001,M
18897,4397,M/4397/15666/4397-15666-0015,M
7536,2817,F/2817/142380/2817-142380-0017,F
16349,3699,M/3699/175950/3699-175950-0000,M
21345,229,M/229/130880/229-130880-0076,M
18689,196,M/196/122150/196-122150-0025,M
11504,7800,F/7800/283478/7800-283478-0011,F
14648,289,F/289/121652/289-121652-0002,F
719,5703,M/5703/47198/5703-47198-0029,M
5766,6836,M/6836/61804/6836-61804-0019,M
9927,3240,M/3240/131231/3240-131231-0040,M
6304,481,M/481/123720/481-123720-0080,M
15657,6078,F/6078/54013/6078-54013-0037,F
13674,5463,M/5463/39174/5463-39174-0037,M
15174,5339,F/5339/14134/5339-14134-0027,F
5302,4160,F/4160/11549/4160-11549-0031,F
4668,201,M/201/127786/201-127786-0071,M
2482,4406,M/4406/16882/4406-16882-0050,M
18158,2843,M/2843/152918/2843-152918-0101,M
27028,2436,M/2436/2476/2436-2476-0000,M
14994,1447,F/1447/130550/1447-130550-0005,F
28174,8063,M/8063/274115/8063-274115-0013,M
6243,481,M/481/123720/481-123720-0046,M
21363,8609,M/8609/262281/8609-262281-0018,M
16522,4680,F/4680/16026/4680-16026-0028,F
4514,60,M/60/121082/60-121082-0063,M
1704,1963,F/1963/142393/1963-142393-0003,F
11080,3857,M/3857/180923/3857-180923-0025,M
18428,8123,F/8123/275209/8123-275209-0018,F
603,6367,M/6367/74004/6367-74004-0003,M
1959,8770,M/8770/295462/8770-295462-0008,M
10277,211,F/211/122442/211-122442-0033,F
6502,1926,F/1926/143879/1926-143879-0013,F
1800,1040,M/1040/133433/1040-133433-0019,M
21711,3242,M/3242/67168/3242-67168-0023,M
22624,8465,F/8465/246942/8465-246942-0000,F
24024,8580,M/8580/287364/8580-287364-0037,M
20717,3235,F/3235/28452/3235-28452-0011,F
18954,4788,M/4788/91208/4788-91208-0009,M
28201,8063,M/8063/274117/8063-274117-0032,M
19188,669,F/669/129074/669-129074-0027,F
16885,4813,M/4813/248641/4813-248641-0014,M
10413,6081,M/6081/42010/6081-42010-0023,M
25389,89,F/89/218/89-218-0031,F
27722,1088,F/1088/134318/1088-134318-0008,F
3126,625,M/625/132118/625-132118-0046,M
17197,5678,M/5678/43302/5678-43302-0035,M
652,6367,M/6367/65536/6367-65536-0046,M
3076,625,M/625/132112/625-132112-0027,M
22339,39,F/39/121914/39-121914-0001,F
18260,1069,F/1069/133709/1069-133709-0006,F
13166,7067,M/7067/76048/7067-76048-0052,M
22431,39,F/39/121916/39-121916-0025,F
11880,7402,M/7402/90848/7402-90848-0004,M
11140,3857,M/3857/182315/3857-182315-0006,M
27010,2436,M/2436/2476/2436-2476-0017,M
11630,5808,M/5808/54425/5808-54425-0046,M
10175,19,F/19/227/19-227-0016,F
21549,3168,M/3168/173564/3168-173564-0039,M
598,6367,M/6367/74004/6367-74004-0020,M
22585,8465,F/8465/246940/8465-246940-0031,F
10423,6081,M/6081/42010/6081-42010-0016,M
22538,4297,F/4297/13009/4297-13009-0036,F
23124,6454,M/6454/93938/6454-93938-0023,M
5335,4160,F/4160/11550/4160-11550-0000,F
9634,8797,M/8797/294123/8797-294123-0074,M
14801,2092,F/2092/145706/2092-145706-0003,F
22775,7302,F/7302/86814/7302-86814-0013,F
15916,4859,M/4859/26870/4859-26870-0009,M
9855,8051,F/8051/118101/8051-118101-0012,F
26090,5688,F/5688/41232/5688-41232-0068,F
19586,1502,F/1502/122619/1502-122619-0000,F
17490,32,F/32/21625/32-21625-0007,F
4320,254,M/254/145458/254-145458-0021,M
18107,2843,M/2843/152918/2843-152918-0021,M
23108,6454,M/6454/93938/6454-93938-0014,M
21586,3807,M/3807/4955/3807-4955-0021,M
2507,4406,M/4406/16882/4406-16882-0010,M
6659,311,M/311/124404/311-124404-0056,M
11091,3857,M/3857/180923/3857-180923-0024,M
7888,6925,M/6925/80680/6925-80680-0039,M
22534,4297,F/4297/13009/4297-13009-0033,F
15666,6078,F/6078/54013/6078-54013-0067,F
19465,6880,M/6880/216547/6880-216547-0070,M
1250,6848,M/6848/252323/6848-252323-0002,M
22982,322,F/322/124146/322-124146-0005,F
21608,3807,M/3807/4955/3807-4955-0026,M
13148,7067,M/7067/76048/7067-76048-0002,M
4358,6272,F/6272/70171/6272-70171-0010,F
15633,6078,F/6078/54013/6078-54013-0074,F
7915,6925,M/6925/80680/6925-80680-0075,M
11321,1246,F/1246/124548/1246-124548-0022,F
8832,150,F/150/126112/150-126112-0034,F
27008,2436,M/2436/2476/2436-2476-0034,M
18452,8123,F/8123/275209/8123-275209-0019,F
18737,3440,F/3440/171009/3440-171009-0024,F
13606,5463,M/5463/39173/5463-39173-0026,M
14495,4853,F/4853/27671/4853-27671-0000,F
22233,5104,M/5104/33406/5104-33406-0035,M
16230,78,M/78/369/78-369-0035,M
17030,2136,M/2136/5143/2136-5143-0027,M
18319,248,F/248/130697/248-130697-0019,F
16776,1898,F/1898/145724/1898-145724-0022,F
25447,89,F/89/219/89-219-0057,F
19932,5750,M/5750/100289/5750-100289-0085,M
9641,8797,M/8797/294123/8797-294123-0073,M
20387,8238,F/8238/274553/8238-274553-0022,F
5047,1334,M/1334/135589/1334-135589-0078,M
23717,1355,M/1355/39947/1355-39947-0066,M
17622,1737,F/1737/142397/1737-142397-0000,F
658,6367,M/6367/65536/6367-65536-0073,M
27162,8629,M/8629/261139/8629-261139-0016,M
7601,3947,F/3947/13260/3947-13260-0042,F
20461,8238,F/8238/283452/8238-283452-0039,F
11645,5808,M/5808/54425/5808-54425-0005,M
22896,3259,F/3259/158083/3259-158083-0084,F
5892,7635,F/7635/105409/7635-105409-0063,F
956,6476,F/6476/96661/6476-96661-0010,F
9384,1867,M/1867/154071/1867-154071-0038,M
10901,1594,M/1594/135914/1594-135914-0012,M
6963,3214,M/3214/167606/3214-167606-0021,M
9011,3830,M/3830/12530/3830-12530-0030,M
11270,163,M/163/122947/163-122947-0046,M
1935,8312,F/8312/279791/8312-279791-0026,F
6752,311,M/311/124404/311-124404-0069,M
15635,6078,F/6078/54013/6078-54013-0078,F
17171,5678,M/5678/43301/5678-43301-0021,M
14109,3607,M/3607/29116/3607-29116-0023,M
12493,7113,F/7113/86041/7113-86041-0031,F
12761,5163,F/5163/18515/5163-18515-0019,F
15806,226,F/226/131533/226-131533-0014,F
12598,5778,F/5778/12761/5778-12761-0013,F
21362,229,M/229/130880/229-130880-0000,M
16085,5561,F/5561/41616/5561-41616-0035,F
10781,6147,F/6147/34606/6147-34606-0017,F
5547,1116,F/1116/137572/1116-137572-0037,F
13060,4830,M/4830/25898/4830-25898-0001,M
16632,2196,F/2196/174172/2196-174172-0041,F
27675,909,M/909/131044/909-131044-0015,M
10733,6147,F/6147/34605/6147-34605-0013,F
20572,40,F/40/222/40-222-0029,F
24844,3982,F/3982/178459/3982-178459-0013,F
19186,669,F/669/129074/669-129074-0012,F
10648,328,F/328/129766/328-129766-0014,F
15303,233,M/233/134440/233-134440-0022,M
4844,5322,M/5322/7678/5322-7678-0032,M
293,307,M/307/127540/307-127540-0028,M
20392,8238,F/8238/274553/8238-274553-0052,F
9155,8108,M/8108/274318/8108-274318-0018,M
6043,1363,F/1363/139304/1363-139304-0002,F
23881,1235,M/1235/135884/1235-135884-0008,M
1802,1040,M/1040/133433/1040-133433-0045,M
8030,8975,F/8975/270782/8975-270782-0028,F
23995,8580,M/8580/287363/8580-287363-0005,M
15563,8088,M/8088/284756/8088-284756-0008,M
12573,5514,F/5514/19193/5514-19193-0006,F
8585,26,M/26/495/26-495-0065,M
12145,5456,M/5456/24741/5456-24741-0003,M
11878,7402,M/7402/90848/7402-90848-0019,M
1321,3526,F/3526/176653/3526-176653-0034,F
6493,1926,F/1926/147987/1926-147987-0013,F
22220,2182,F/2182/150130/2182-150130-0038,F
4266,254,M/254/12312/254-12312-0006,M
4971,2384,M/2384/152900/2384-152900-0015,M
23531,4898,M/4898/20016/4898-20016-0001,M
4937,5322,M/5322/7679/5322-7679-0036,M
478,7447,M/7447/91186/7447-91186-0011,M
4185,4051,F/4051/11217/4051-11217-0014,F
25762,302,F/302/123516/302-123516-0035,F
17270,6181,M/6181/216552/6181-216552-0100,M
9707,374,M/374/180299/374-180299-0012,M
27593,909,M/909/131045/909-131045-0026,M
639,6367,M/6367/65536/6367-65536-0045,M
5345,4160,F/4160/11550/4160-11550-0026,F
24376,2002,M/2002/139469/2002-139469-0075,M
18991,4788,M/4788/94904/4788-94904-0033,M
17901,2836,F/2836/5355/2836-5355-0002,F
17729,405,M/405/130895/405-130895-0006,M
20125,4018,M/4018/107312/4018-107312-0010,M
16952,2136,M/2136/5140/2136-5140-0024,M
10959,1594,M/1594/135914/1594-135914-0019,M
8065,8975,F/8975/270782/8975-270782-0107,F
12664,5778,F/5778/54535/5778-54535-0044,F
8075,8975,F/8975/270782/8975-270782-0038,F
24653,8098,M/8098/278278/8098-278278-0028,M
13027,4830,M/4830/25898/4830-25898-0009,M
18016,696,F/696/93314/696-93314-0015,F
25070,1553,F/1553/140048/1553-140048-0011,F
23033,322,F/322/124147/322-124147-0077,F
21264,446,M/446/123502/446-123502-0037,M
17955,696,F/696/92939/696-92939-0017,F
24316,2002,M/2002/139469/2002-139469-0080,M
25584,4267,M/4267/72637/4267-72637-0022,M
28443,8425,M/8425/287387/8425-287387-0016,M
17658,405,M/405/130894/405-130894-0053,M
18791,3440,F/3440/171009/3440-171009-0058,F
17614,1737,F/1737/142397/1737-142397-0018,F
21063,460,M/460/172359/460-172359-0068,M
25254,6818,F/6818/76332/6818-76332-0016,F
11396,1246,F/1246/124550/1246-124550-0033,F
20450,8238,F/8238/283452/8238-283452-0002,F
18601,4137,F/4137/11701/4137-11701-0000,F
23478,4898,M/4898/28461/4898-28461-0016,M
6117,1455,M/1455/134435/1455-134435-0043,M
5855,7635,F/7635/105409/7635-105409-0049,F
27640,909,M/909/131041/909-131041-0007,M
3896,3436,M/3436/172171/3436-172171-0051,M
13247,332,M/332/128985/332-128985-0062,M
15977,125,F/125/121342/125-121342-0022,F
20956,7511,F/7511/102419/7511-102419-0006,F
22033,2518,M/2518/154826/2518-154826-0035,M
8637,26,M/26/495/26-495-0036,M
25735,302,F/302/123523/302-123523-0031,F
273,307,M/307/127535/307-127535-0000,M
20394,8238,F/8238/274553/8238-274553-0042,F
21883,1098,F/1098/133695/1098-133695-0057,F
143,6415,F/6415/116629/6415-116629-0034,F
19687,2416,F/2416/152139/2416-152139-0021,F
27266,4088,F/4088/158077/4088-158077-0051,F
16960,2136,M/2136/5140/2136-5140-0009,M
19139,3486,M/3486/166446/3486-166446-0025,M
4123,4051,F/4051/11218/4051-11218-0043,F
17058,6209,M/6209/34600/6209-34600-0015,M
10439,6081,M/6081/41997/6081-41997-0035,M
26093,5688,F/5688/41232/5688-41232-0075,F
20871,6385,F/6385/34655/6385-34655-0019,F
18575,4137,F/4137/11701/4137-11701-0019,F
6953,3214,M/3214/167606/3214-167606-0016,M
20715,3235,F/3235/28452/3235-28452-0008,F
16626,2196,F/2196/174172/2196-174172-0014,F
23073,6454,M/6454/107462/6454-107462-0014,M
28396,87,F/87/121553/87-121553-0056,F
14098,7226,M/7226/86965/7226-86965-0013,M
5778,6836,M/6836/61804/6836-61804-0028,M
27698,1088,F/1088/129236/1088-129236-0027,F
12926,8095,M/8095/274346/8095-274346-0044,M
7947,6925,M/6925/80680/6925-80680-0018,M
15973,125,F/125/121342/125-121342-0004,F
7134,1723,M/1723/141149/1723-141149-0084,M
12136,5456,M/5456/24741/5456-24741-0018,M
20088,4018,M/4018/107338/4018-107338-0016,M
27212,8629,M/8629/261140/8629-261140-0023,M
27786,1088,F/1088/134315/1088-134315-0036,F
14179,3607,M/3607/135982/3607-135982-0040,M
12602,5778,F/5778/12761/5778-12761-0021,F
23511,4898,M/4898/20016/4898-20016-0007,M
1544,1081,M/1081/125237/1081-125237-0019,M
27691,1088,F/1088/129236/1088-129236-0026,F
7950,6925,M/6925/80680/6925-80680-0022,M
4902,5322,M/5322/7680/5322-7680-0013,M
2381,5867,F/5867/48852/5867-48852-0023,F
8866,150,F/150/132655/150-132655-0000,F
550,7447,M/7447/91187/7447-91187-0017,M
10009,3240,M/3240/131232/3240-131232-0015,M
20008,7312,M/7312/92432/7312-92432-0009,M
19947,5750,M/5750/100289/5750-100289-0025,M
6399,103,F/103/1241/103-1241-0035,F
888,250,F/250/142276/250-142276-0058,F
